season_id,scryfallId,card_name,archetype,games_played,games_won,game_winrate
Season-4,4720b4f2-e6af-4223-9250-a0ed21ed5693,Pest Infestation,Control,9,5,0.5555555555555556
Season-4,4720b4f2-e6af-4223-9250-a0ed21ed5693,Pest Infestation,Control-Aggro (Midrange),9,1,0.1111111111111111
Season-4,47a6234f-309f-4e03-9263-66da48b57153,Solitude,Aggro,39,24,0.6153846153846154
Season-4,47a6234f-309f-4e03-9263-66da48b57153,Solitude,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,47a6234f-309f-4e03-9263-66da48b57153,Solitude,Combo-Control,9,3,0.3333333333333333
Season-4,47a6234f-309f-4e03-9263-66da48b57153,Solitude,Control,39,28,0.717948717948718
Season-4,47c8e6c4-450b-4f8b-b897-5808fe935a90,Vampire Hexmage,Aggro,28,12,0.4285714285714285
Season-4,47c8e6c4-450b-4f8b-b897-5808fe935a90,Vampire Hexmage,Combo-Control,9,6,0.6666666666666666
Season-4,4820d223-4ea1-4850-931c-3d2ab5eb003b,Birthing Ritual,Aggro-Combo,9,4,0.4444444444444444
Season-4,4820d223-4ea1-4850-931c-3d2ab5eb003b,Birthing Ritual,Combo-Control,11,5,0.4545454545454545
Season-4,4820d223-4ea1-4850-931c-3d2ab5eb003b,Birthing Ritual,Control-Aggro (Midrange),11,7,0.6363636363636364
Season-4,486d7edc-d983-41f0-8b78-c99aecd72996,"Otawara, Soaring City",Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,486d7edc-d983-41f0-8b78-c99aecd72996,"Otawara, Soaring City",Combo,22,11,0.5
Season-4,486d7edc-d983-41f0-8b78-c99aecd72996,"Otawara, Soaring City",Control,9,4,0.4444444444444444
Season-4,487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze,Aggro,10,4,0.4
Season-4,487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze,Aggro-Combo,32,17,0.53125
Season-4,487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze,Combo-Control,9,6,0.6666666666666666
Season-4,487116ab-b885-406b-aa54-56cb67eb3ca5,Scavenging Ooze,Control,10,2,0.2
Season-4,492b368b-de32-45c1-8459-238aae54f9fc,Unmarked Grave,Combo,55,23,0.4181818181818181
Season-4,493a5ca7-5f90-4af4-b6db-43ae09a2f2c9,Dark Ritual,Combo,61,33,0.5409836065573771
Season-4,493a5ca7-5f90-4af4-b6db-43ae09a2f2c9,Dark Ritual,Control,24,14,0.5833333333333334
Season-4,49bb0ad3-1082-41f1-82a4-52a4006cc9b6,"Leovold, Emissary of Trest",Combo,21,11,0.5238095238095238
Season-4,49bb0ad3-1082-41f1-82a4-52a4006cc9b6,"Leovold, Emissary of Trest",Combo-Control,9,6,0.6666666666666666
Season-4,49bb0ad3-1082-41f1-82a4-52a4006cc9b6,"Leovold, Emissary of Trest",Control,20,13,0.65
Season-4,4a08ca06-58db-4ce6-b490-be4bea8956a1,Sensei's Divining Top,Combo,52,27,0.5192307692307693
Season-4,4a0bb5dc-75a6-4bd6-81f8-611197fb0fba,Nettlecyst,Combo,40,15,0.375
Season-4,4a0bb5dc-75a6-4bd6-81f8-611197fb0fba,Nettlecyst,Control-Aggro (Midrange),8,2,0.25
Season-4,4a1f905f-1d55-4d02-9d24-e58070793d3f,"Atraxa, Grand Unifier",Aggro-Combo,9,6,0.6666666666666666
Season-4,4a1f905f-1d55-4d02-9d24-e58070793d3f,"Atraxa, Grand Unifier",Combo,68,36,0.5294117647058824
Season-4,4a1f905f-1d55-4d02-9d24-e58070793d3f,"Atraxa, Grand Unifier",Combo-Control,11,5,0.4545454545454545
Season-4,4a1f905f-1d55-4d02-9d24-e58070793d3f,"Atraxa, Grand Unifier",Control,9,6,0.6666666666666666
Season-4,4a706ecf-3277-40e3-871c-4ba4ead16e20,Wrenn and Six,Aggro,9,6,0.6666666666666666
Season-4,4a706ecf-3277-40e3-871c-4ba4ead16e20,Wrenn and Six,Combo,11,4,0.3636363636363636
Season-4,4a706ecf-3277-40e3-871c-4ba4ead16e20,Wrenn and Six,Combo-Control,38,20,0.5263157894736842
Season-4,4a706ecf-3277-40e3-871c-4ba4ead16e20,Wrenn and Six,Control,19,7,0.3684210526315789
Season-4,4acaef84-55d1-43dc-b10a-696182e6709b,Repeal,Aggro-Control (Tempo),19,9,0.4736842105263157
Season-4,4acaef84-55d1-43dc-b10a-696182e6709b,Repeal,Combo,11,6,0.5454545454545454
Season-4,4acaef84-55d1-43dc-b10a-696182e6709b,Repeal,Control,37,15,0.4054054054054054
Season-4,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground,Aggro,39,25,0.6410256410256411
Season-4,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground,Combo,10,6,0.6
Season-4,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground,Combo-Control,11,5,0.4545454545454545
Season-4,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground,Control,33,22,0.6666666666666666
Season-4,4acf970d-d2d7-413d-aba7-587ee53d8d5c,Stomping Ground,Control-Aggro (Midrange),11,7,0.6363636363636364
Season-4,4b0bd07e-cf80-4d64-af29-f4cec6632b3e,Perilous Landscape,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,4b0bd07e-cf80-4d64-af29-f4cec6632b3e,Perilous Landscape,Combo,10,6,0.6
Season-4,4b0bd07e-cf80-4d64-af29-f4cec6632b3e,Perilous Landscape,Combo-Control,9,6,0.6666666666666666
Season-4,4b4956a2-9a39-4152-9c98-70e4b2acfa26,Miscalculation,Aggro-Control (Tempo),21,15,0.7142857142857143
Season-4,4b4956a2-9a39-4152-9c98-70e4b2acfa26,Miscalculation,Combo,29,13,0.4482758620689655
Season-4,4b4956a2-9a39-4152-9c98-70e4b2acfa26,Miscalculation,Combo-Control,40,21,0.525
Season-4,4b4956a2-9a39-4152-9c98-70e4b2acfa26,Miscalculation,Control,30,12,0.4
Season-4,4c6cf93a-d073-48ac-88db-c46bf3e10beb,Generous Plunderer,Aggro,44,21,0.4772727272727273
Season-4,4c6cf93a-d073-48ac-88db-c46bf3e10beb,Generous Plunderer,Combo,11,5,0.4545454545454545
Season-4,4c6cf93a-d073-48ac-88db-c46bf3e10beb,Generous Plunderer,Control,9,5,0.5555555555555556
Season-4,4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419,Animate Dead,Combo,73,38,0.5205479452054794
Season-4,4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419,Animate Dead,Combo-Control,11,5,0.4545454545454545
Season-4,4c732dc7-dd6b-4cc1-bbe0-ff3b1d2c7419,Animate Dead,Control,9,8,0.8888888888888888
Season-4,4cbdacc1-7a1b-4633-85f5-eb50c2bf406d,Snapcaster Mage,Aggro-Control (Tempo),9,4,0.4444444444444444
Season-4,4cbdacc1-7a1b-4633-85f5-eb50c2bf406d,Snapcaster Mage,Combo,20,12,0.6
Season-4,4cbdacc1-7a1b-4633-85f5-eb50c2bf406d,Snapcaster Mage,Control,43,18,0.4186046511627907
Season-4,4ced112a-e775-4f97-97b3-74877e9dce12,Dragon's Rage Channeler,Aggro,16,6,0.375
Season-4,4ced112a-e775-4f97-97b3-74877e9dce12,Dragon's Rage Channeler,Aggro-Combo,8,7,0.875
Season-4,4ced112a-e775-4f97-97b3-74877e9dce12,Dragon's Rage Channeler,Combo,19,12,0.631578947368421
Season-4,4ced112a-e775-4f97-97b3-74877e9dce12,Dragon's Rage Channeler,Control-Aggro (Midrange),11,7,0.6363636363636364
Season-4,4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher,Combo,47,26,0.5531914893617021
Season-4,4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher,Combo-Control,9,3,0.3333333333333333
Season-4,4df8aabc-7fcb-4b7b-980b-18f499e6c170,Hullbreacher,Control,26,9,0.3461538461538461
Season-4,4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes,Aggro,68,36,0.5294117647058824
Season-4,4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes,Combo-Control,11,8,0.7272727272727273
Season-4,4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes,Control,10,3,0.3
Season-4,4e117771-5a8b-4812-b487-32ba34b7f724,Giver of Runes,Control-Aggro (Midrange),10,7,0.7
Season-4,4e4b6e22-93b2-4896-bba5-0ceaa5d8ea3c,"Yavimaya, Cradle of Growth",Combo,10,7,0.7
Season-4,4e4fb50c-a81f-44d3-93c5-fa9a0b37f617,"Omnath, Locus of Creation",Combo-Control,40,19,0.475
Season-4,4e4fb50c-a81f-44d3-93c5-fa9a0b37f617,"Omnath, Locus of Creation",Control,33,20,0.6060606060606061
Season-4,4f84b838-b8f1-4b9a-a19f-479594f9d427,Qasali Pridemage,Aggro-Control (Tempo),8,2,0.25
Season-4,4f84b838-b8f1-4b9a-a19f-479594f9d427,Qasali Pridemage,Combo-Control,9,6,0.6666666666666666
Season-4,4f84b838-b8f1-4b9a-a19f-479594f9d427,Qasali Pridemage,Control,11,6,0.5454545454545454
Season-4,4f84b838-b8f1-4b9a-a19f-479594f9d427,Qasali Pridemage,Control-Aggro (Midrange),19,6,0.3157894736842105
Season-4,504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence,Aggro,9,6,0.6666666666666666
Season-4,504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence,Aggro-Control (Tempo),10,8,0.8
Season-4,504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence,Combo,28,10,0.3571428571428571
Season-4,504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence,Combo-Control,20,11,0.55
Season-4,504a69eb-3c2d-4bb1-b117-252b15acf0c2,Mana Confluence,Control,20,11,0.55
Season-4,50bc0f5b-7421-45b9-af85-86dd9821b7d8,Soulherder,Control,30,15,0.5
Season-4,522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,Aggro,49,26,0.5306122448979592
Season-4,522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,Aggro-Control (Tempo),8,2,0.25
Season-4,522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,Combo-Control,9,6,0.6666666666666666
Season-4,522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,Control,27,9,0.3333333333333333
Season-4,522aa72b-2b8c-484c-872b-f082101cee35,Get Lost,Control-Aggro (Midrange),9,2,0.2222222222222222
Season-4,5260f8ae-805b-4eae-badf-62de0f768867,Hedge Maze,Combo,10,5,0.5
Season-4,5260f8ae-805b-4eae-badf-62de0f768867,Hedge Maze,Control,21,10,0.4761904761904761
Season-4,52d3005f-a1c7-4ef5-911f-ccc0752f4181,Faerie Mastermind,Aggro-Control (Tempo),38,21,0.5526315789473685
Season-4,52d3005f-a1c7-4ef5-911f-ccc0752f4181,Faerie Mastermind,Combo,27,10,0.3703703703703703
Season-4,52d3005f-a1c7-4ef5-911f-ccc0752f4181,Faerie Mastermind,Control,36,15,0.4166666666666667
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Aggro,9,6,0.6666666666666666
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Aggro-Combo,41,21,0.5121951219512195
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Combo,10,5,0.5
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Combo-Control,21,11,0.5238095238095238
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Control,9,5,0.5555555555555556
Season-4,52eef0d6-24b7-40b7-8403-e8e863d0cd55,"Bristly Bill, Spine Sower",Control-Aggro (Midrange),18,6,0.3333333333333333
Season-4,53d4fd57-74b6-42c7-88b1-110e5a8dfc3c,Spell Pierce,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,53d4fd57-74b6-42c7-88b1-110e5a8dfc3c,Spell Pierce,Combo,47,24,0.5106382978723404
Season-4,5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,Aggro-Control (Tempo),10,8,0.8
Season-4,5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,Combo,38,21,0.5526315789473685
Season-4,5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,Combo-Control,22,13,0.5909090909090909
Season-4,5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,Control,7,4,0.5714285714285714
Season-4,5427d8a6-ac9e-4e50-bd39-81713b2ade25,Fatal Push,Control-Aggro (Midrange),11,7,0.6363636363636364
Season-4,54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko,Aggro,10,4,0.4
Season-4,54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko,Aggro-Combo,18,10,0.5555555555555556
Season-4,54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko,Combo,21,11,0.5238095238095238
Season-4,54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko,Combo-Control,20,11,0.55
Season-4,54a3ea87-005e-4985-b2a5-21711d0b71c0,Springheart Nantuko,Control-Aggro (Midrange),18,8,0.4444444444444444
Season-4,54f449ff-4025-465e-9ec5-a5cf42c4c9d3,Xander's Lounge,Aggro-Control (Tempo),10,8,0.8
Season-4,54f449ff-4025-465e-9ec5-a5cf42c4c9d3,Xander's Lounge,Combo,38,21,0.5526315789473685
Season-4,54f449ff-4025-465e-9ec5-a5cf42c4c9d3,Xander's Lounge,Combo-Control,9,3,0.3333333333333333
Season-4,54f449ff-4025-465e-9ec5-a5cf42c4c9d3,Xander's Lounge,Control,39,20,0.5128205128205128
Season-4,551c0a45-9515-4e51-84e5-79703832a661,Expedition Map,Combo,31,16,0.5161290322580645
Season-4,551c0a45-9515-4e51-84e5-79703832a661,Expedition Map,Combo-Control,29,14,0.4827586206896552
Season-4,553fb946-2706-475b-89f9-e4355ec9ea2b,March of Otherworldly Light,Aggro,29,11,0.3793103448275862
Season-4,553fb946-2706-475b-89f9-e4355ec9ea2b,March of Otherworldly Light,Control,27,9,0.3333333333333333
Season-4,553fb946-2706-475b-89f9-e4355ec9ea2b,March of Otherworldly Light,Control-Aggro (Midrange),9,2,0.2222222222222222
Season-4,55707746-da6e-46e5-a5ca-7ac843fdc38e,"Phelia, Exuberant Shepherd",Aggro,56,32,0.5714285714285714
Season-4,55707746-da6e-46e5-a5ca-7ac843fdc38e,"Phelia, Exuberant Shepherd",Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,55707746-da6e-46e5-a5ca-7ac843fdc38e,"Phelia, Exuberant Shepherd",Control,19,8,0.4210526315789473
Season-4,55707746-da6e-46e5-a5ca-7ac843fdc38e,"Phelia, Exuberant Shepherd",Control-Aggro (Midrange),19,8,0.4210526315789473
Season-4,55d35442-5ca0-4fd7-8ff1-b7347b3e6690,Piggy Bank,Aggro,46,29,0.6304347826086957
Season-4,55d35442-5ca0-4fd7-8ff1-b7347b3e6690,Piggy Bank,Control,11,6,0.5454545454545454
Season-4,564caf57-4ba5-4993-a35e-945699c94eb7,Toxic Deluge,Combo,50,19,0.38
Season-4,564caf57-4ba5-4993-a35e-945699c94eb7,Toxic Deluge,Control,9,8,0.8888888888888888
Season-4,568dd5a6-86f4-4039-87d7-812120c8ab94,Triplicate Titan,Aggro,8,3,0.375
Season-4,568dd5a6-86f4-4039-87d7-812120c8ab94,Triplicate Titan,Aggro-Combo,8,7,0.875
Season-4,568dd5a6-86f4-4039-87d7-812120c8ab94,Triplicate Titan,Combo,47,25,0.5319148936170213
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Aggro,19,9,0.4736842105263157
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Aggro-Combo,8,7,0.875
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Aggro-Control (Tempo),10,8,0.8
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Combo,39,22,0.5641025641025641
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Combo-Control,22,13,0.5909090909090909
Season-4,56995b84-2307-4955-9c7c-dc4f04acdc07,Inquisition of Kozilek,Control,21,9,0.4285714285714285
Season-4,57fb0fa7-0c5c-4a75-9461-c51403c30282,Foreboding Landscape,Combo,10,5,0.5
Season-4,57fb0fa7-0c5c-4a75-9461-c51403c30282,Foreboding Landscape,Control,10,4,0.4
Season-4,586a4c31-65c7-4c7f-b5f6-74b105b2a629,Trinket Mage,Combo,39,19,0.4871794871794871
Season-4,586a4c31-65c7-4c7f-b5f6-74b105b2a629,Trinket Mage,Control,9,4,0.4444444444444444
Season-4,58c1e824-c8a9-4312-8e4c-a29a26d189a4,"Ugin, the Spirit Dragon",Aggro-Combo,10,6,0.6
Season-4,58c1e824-c8a9-4312-8e4c-a29a26d189a4,"Ugin, the Spirit Dragon",Control,11,6,0.5454545454545454
Season-4,59faa45d-868b-4bc7-934c-0e077642e129,Loran of the Third Path,Aggro,19,12,0.631578947368421
Season-4,59faa45d-868b-4bc7-934c-0e077642e129,Loran of the Third Path,Control,21,14,0.6666666666666666
Season-4,5a077de0-1893-40d0-a499-ee2e6e2258f1,Legion Extruder,Aggro,26,16,0.6153846153846154
Season-4,5a077de0-1893-40d0-a499-ee2e6e2258f1,Legion Extruder,Combo,10,6,0.6
Season-4,5a077de0-1893-40d0-a499-ee2e6e2258f1,Legion Extruder,Control,9,5,0.5555555555555556
Season-4,5a10b543-d5d4-42a8-9ee8-dada59a2ad7e,"Saheeli, Sublime Artificer",Combo,47,19,0.4042553191489361
Season-4,5a10b543-d5d4-42a8-9ee8-dada59a2ad7e,"Saheeli, Sublime Artificer",Control,8,2,0.25
Season-4,5ab21006-7f61-49e0-8b6a-0397c5d4c3bd,Imperial Seal,Aggro-Combo,8,7,0.875
Season-4,5ab21006-7f61-49e0-8b6a-0397c5d4c3bd,Imperial Seal,Combo,71,36,0.5070422535211268
Season-4,5ab21006-7f61-49e0-8b6a-0397c5d4c3bd,Imperial Seal,Combo-Control,20,11,0.55
Season-4,5ad36fb2-c44e-4085-ba0d-54277841ad3a,Lurrus of the Dream-Den,Combo,8,0,0.0
Season-4,5ad36fb2-c44e-4085-ba0d-54277841ad3a,Lurrus of the Dream-Den,Combo-Control,20,14,0.7
Season-4,5ad36fb2-c44e-4085-ba0d-54277841ad3a,Lurrus of the Dream-Den,Control,47,25,0.5319148936170213
Season-4,5ad67b3c-cd5a-497b-8639-9b844e8d517a,Mind Twist,Combo,32,14,0.4375
Season-4,5ad67b3c-cd5a-497b-8639-9b844e8d517a,Mind Twist,Control,28,17,0.6071428571428571
Season-4,5ad67b3c-cd5a-497b-8639-9b844e8d517a,Mind Twist,Control-Aggro (Midrange),19,7,0.3684210526315789
Season-4,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes,Aggro,39,22,0.5641025641025641
Season-4,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes,Combo-Control,9,3,0.3333333333333333
Season-4,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes,Control,30,17,0.5666666666666667
Season-4,5b8ba842-c662-4686-bca3-93ddb7fa11a6,Mother of Runes,Control-Aggro (Midrange),10,4,0.4
Season-4,5bb3cb5c-8d66-4f5e-a9a9-917e6045f024,Flickerwisp,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,5bb3cb5c-8d66-4f5e-a9a9-917e6045f024,Flickerwisp,Combo-Control,9,3,0.3333333333333333
Season-4,5bb3cb5c-8d66-4f5e-a9a9-917e6045f024,Flickerwisp,Control,38,15,0.3947368421052631
Season-4,5c70da33-ce5d-4b8b-9c1d-9a356a7e196f,Grave Titan,Aggro-Combo,8,7,0.875
Season-4,5c70da33-ce5d-4b8b-9c1d-9a356a7e196f,Grave Titan,Combo,48,21,0.4375
Season-4,5c70da33-ce5d-4b8b-9c1d-9a356a7e196f,Grave Titan,Control-Aggro (Midrange),10,4,0.4
Season-4,5cb76266-ae50-4bbc-8f96-d98f309b02d3,"Teferi, Time Raveler",Combo-Control,9,3,0.3333333333333333
Season-4,5cb76266-ae50-4bbc-8f96-d98f309b02d3,"Teferi, Time Raveler",Control,41,24,0.5853658536585366
Season-4,5d10b752-d9cb-419d-a5c4-d4ee1acb655e,"Teferi, Hero of Dominaria",Aggro-Control (Tempo),9,1,0.1111111111111111
Season-4,5d10b752-d9cb-419d-a5c4-d4ee1acb655e,"Teferi, Hero of Dominaria",Combo,18,6,0.3333333333333333
Season-4,5d10b752-d9cb-419d-a5c4-d4ee1acb655e,"Teferi, Hero of Dominaria",Control,35,20,0.5714285714285714
Season-4,5da578b8-19e6-4068-9336-e7cd33c585f1,Retrofitter Foundry,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,5da578b8-19e6-4068-9336-e7cd33c585f1,Retrofitter Foundry,Combo,29,10,0.3448275862068966
Season-4,5da578b8-19e6-4068-9336-e7cd33c585f1,Retrofitter Foundry,Control,25,10,0.4
Season-4,5de097e5-e960-4404-a370-defe93ce892f,Oracle of Mul Daya,Aggro,9,6,0.6666666666666666
Season-4,5de097e5-e960-4404-a370-defe93ce892f,Oracle of Mul Daya,Aggro-Combo,20,11,0.55
Season-4,5de097e5-e960-4404-a370-defe93ce892f,Oracle of Mul Daya,Combo-Control,20,11,0.55
Season-4,5de097e5-e960-4404-a370-defe93ce892f,Oracle of Mul Daya,Control-Aggro (Midrange),8,2,0.25
Season-4,5eccf31d-869d-4003-a92b-71b4f4b479ee,Strix Serenade,Combo-Control,18,12,0.6666666666666666
Season-4,5eccf31d-869d-4003-a92b-71b4f4b479ee,Strix Serenade,Control,39,19,0.4871794871794871
Season-4,5f1cdcba-a04a-4a2f-8bc1-0dd7fa03754d,Exhume,Aggro-Combo,8,7,0.875
Season-4,5f1cdcba-a04a-4a2f-8bc1-0dd7fa03754d,Exhume,Combo,49,27,0.5510204081632653
Season-4,5f608efc-0dbc-4cc3-aadd-ed473bfc29ab,Portal to Phyrexia,Combo,58,21,0.3620689655172414
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Aggro,9,6,0.6666666666666666
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Aggro-Control (Tempo),9,5,0.5555555555555556
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Combo,38,21,0.5526315789473685
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Combo-Control,11,8,0.7272727272727273
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Control,17,10,0.5882352941176471
Season-4,5f6927e1-c580-483a-8e2a-6e2deb74800e,Mox Jet,Control-Aggro (Midrange),10,5,0.5
Season-4,605c2218-9d12-4ac3-a721-fca590b89847,Karakas,Aggro,38,23,0.6052631578947368
Season-4,605c2218-9d12-4ac3-a721-fca590b89847,Karakas,Combo-Control,11,8,0.7272727272727273
Season-4,605c2218-9d12-4ac3-a721-fca590b89847,Karakas,Control,54,28,0.5185185185185185
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Aggro,9,6,0.6666666666666666
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Aggro-Combo,39,23,0.5897435897435898
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Combo,11,4,0.3636363636363636
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Combo-Control,9,6,0.6666666666666666
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Control,11,8,0.7272727272727273
Season-4,60d0e6a6-629a-45a7-bfcb-25ba7156788b,Elvish Mystic,Control-Aggro (Midrange),28,10,0.3571428571428571
Season-4,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1,Concealing Curtains // Revealing Eye,Aggro,10,4,0.4
Season-4,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1,Concealing Curtains // Revealing Eye,Combo,21,13,0.6190476190476191
Season-4,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1,Concealing Curtains // Revealing Eye,Combo-Control,9,6,0.6666666666666666
Season-4,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1,Concealing Curtains // Revealing Eye,Control,28,18,0.6428571428571429
Season-4,612b2e6e-fe8d-49ad-b845-6fa7fa59ffd1,Concealing Curtains // Revealing Eye,Control-Aggro (Midrange),10,6,0.6
Season-4,6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,Aggro-Combo,22,11,0.5
Season-4,6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,Combo,32,13,0.40625
Season-4,6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,Combo-Control,21,11,0.5238095238095238
Season-4,6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,Control,19,7,0.3684210526315789
Season-4,6151b583-3aa7-4be8-9d05-d5e53f19c6c9,Fastbond,Control-Aggro (Midrange),9,1,0.1111111111111111
Season-4,6171e136-1167-4329-acb2-6853d3a814e5,Goblin Welder,Combo,30,11,0.3666666666666666
Season-4,61a28870-cf78-4323-9d82-cee764067764,Lightning Greaves,Combo,20,8,0.4
Season-4,61a28870-cf78-4323-9d82-cee764067764,Lightning Greaves,Combo-Control,9,6,0.6666666666666666
Season-4,61a28870-cf78-4323-9d82-cee764067764,Lightning Greaves,Control-Aggro (Midrange),11,7,0.6363636363636364
Season-4,62b3f560-262b-4bc3-9aef-535fd7082c28,Vaultborn Tyrant,Aggro-Combo,9,4,0.4444444444444444
Season-4,62b3f560-262b-4bc3-9aef-535fd7082c28,Vaultborn Tyrant,Combo,31,14,0.4516129032258064
Season-4,62b3f560-262b-4bc3-9aef-535fd7082c28,Vaultborn Tyrant,Combo-Control,9,6,0.6666666666666666
Season-4,62d37423-3445-412a-9abd-0480da404637,Phyrexian Fleshgorger,Aggro,10,7,0.7
Season-4,62d37423-3445-412a-9abd-0480da404637,Phyrexian Fleshgorger,Combo,67,32,0.4776119402985074
Season-4,63af3c26-5b1f-46f6-9aa2-036c615bf5ea,Flash,Aggro-Combo,9,6,0.6666666666666666
Season-4,63af3c26-5b1f-46f6-9aa2-036c615bf5ea,Flash,Combo,41,20,0.4878048780487805
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Aggro,19,11,0.5789473684210527
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Aggro-Combo,9,4,0.4444444444444444
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Combo,9,3,0.3333333333333333
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Combo-Control,22,10,0.4545454545454545
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Control,29,12,0.4137931034482758
Season-4,63c59228-c742-4abd-b4d7-9f7880190e95,Windswept Heath,Control-Aggro (Midrange),20,12,0.6
Season-4,641b21e1-9188-4bc3-96e8-cda2acbc5ed5,Time Spiral,Combo,78,42,0.5384615384615384
Season-4,641b21e1-9188-4bc3-96e8-cda2acbc5ed5,Time Spiral,Control,16,7,0.4375
